,Discrimination,Difficulty,Ability
0,0.5034645362319924,-5.9113107525729545,1.4890347657987488
1,0.2000034181083939,-0.532180225323073,-0.5210294547963717
2,0.35674794934913506,-3.8064086804426913,0.11254687818273022
3,0.24505209766390224,-2.2321812902651166,-1.6912515509059838
4,1.1050987303322748,-2.3287159188364406,-0.7599617122777984
5,1.3000294169357371,-1.0392405342773923,0.24508632741554015
6,0.2000034181083939,6.0,1.7216654890774803
7,0.6640856700773436,0.17459963867279604,-0.42539767582785915
8,0.7560825717661225,3.1136959910858937,0.024762616126509745
9,0.5034558463536223,-5.900724056029815,0.4612705471952217
10,0.2000034181083939,-3.9032725861317608,-0.6543531623365154
11,0.22855904503446525,5.848555479977904,0.2674597997276108
12,2.3370446953715316,-0.082140082273985,0.49159776925811943
13,1.3725343994818573,-0.7599566647228474,-1.7526465325270715
14,2.5447782134565746,-0.40711637719333216,1.6408600360463383
15,0.8045659840069613,-1.0935124111065007,2.175846933573412
16,1.5503414850211283,-0.9417175390148276,-0.1326678979108475
17,0.8621399135925807,0.141940084685117,0.05106367604172376
18,1.1132486206299308,0.35792974858489396,-1.0338621636768055
19,0.7195435182408971,-2.5574680859442873,
20,0.2000034181083939,6.0,
21,1.2496837616910954,-0.8033115715214525,
22,4.999995610585741,-1.7227183793919845,
23,0.2000034181083939,6.0,
24,0.5034552578235318,-5.900007062165424,
25,4.999995610585743,-1.7227183793919842,
26,0.23836926270229383,-2.292226305315448,
27,0.2000034181083939,-0.532180225323073,
28,2.8195520071009974,-1.4804027737622247,
29,4.149416798355874,-0.8757174695122216,
30,0.5624293723569875,-3.161232776281845,
31,0.2000034181083939,5.195969828197927,
32,1.3403953480432442,-2.0524616656566,
33,0.5427854441420893,-2.5853036306156425,
34,0.3659841416707727,-5.93100718004734,
35,1.813238544581375,-1.7429919565175513,
36,0.762975027419033,-2.437312873902553,
37,0.5034539636230441,-5.898430364857733,
38,1.1650454610373258,0.34754634652549005,
39,4.999993426603325,-1.0658099017934182,
40,0.8668570277951847,-1.370331865857308,
41,0.9199580846063626,1.6738503721340543,
42,1.640772844767639,-0.9150293697321453,
43,1.34591919688649,-1.6262862204471302,
44,4.999993245591694,-1.3307914989543776,
45,1.5373065486646307,-1.2045613098421255,
46,0.2000034181083939,-3.9032725861317608,
47,1.1658189785383872,-0.11507329805056107,
48,4.999993245591694,-1.3307914989543776,
49,2.289262681733122,-0.7955788694143016,
50,2.2134053717590754,-1.0237925571533422,
51,0.47663977607595476,2.906403833496088,
52,4.999993245591694,-0.3568565637418698,
53,1.0578196082102063,-1.9016819850609588,
54,3.9303236505331256,-1.1017675623470728,
55,4.999993245591694,-1.3307914989543776,
56,1.9097156008506044,-1.3574048954685516,
57,4.21430739332654,-1.762638235576456,
58,2.3014741474806493,-1.2611922400823847,
59,0.22855868957929004,-3.4246275698458692,
60,2.0919879431298574,-1.6376739087403513,
61,4.999993245591694,-0.5092309463585494,
62,0.30439229594306133,1.069894447154883,
63,1.515233620821997,-0.09883851822266271,
64,4.583765834859706,-0.3605570758683673,
65,4.999994977683294,-0.8546425951622538,
66,0.8584239627119523,-1.380564443498253,
67,0.2000034181083939,2.7214802654911927,
68,1.0360602730197699,-0.9076910542082478,
69,4.999994393361533,6.0,
delta,,,
final,,,
null,,,
